"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6001423901,"Alameda",6001,NA,NA,5.3815165,2.4981571,46.4210623,53.0347748,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001423902,"Alameda",6001,NA,NA,11.7635103,4.0220285,34.1907167,83.81881175,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001424001,"Alameda",6001,NA,NA,5.0128842,2.0112149,40.1209134,48.8387014,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001424002,"Alameda",6001,NA,NA,4.665509,1.9188361,41.1281186,44.3731554,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001425101,"Alameda",6001,NA,NA,8.3418624,11.1565907,133.7422043,73.6173489,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001425102,"Alameda",6001,NA,NA,4.8982791,6.4861781,132.4174862,47.41434621,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001425103,"Alameda",6001,NA,NA,3.2550549,1.9974386,61.3642057,17.73386372,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001425104,"Alameda",6001,NA,NA,4.6460807,2.2705704,48.8706617,43.96253048,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001426100,"Alameda",6001,NA,NA,39.051522,2.7032831,6.9223502,97.8570512,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001426200,"Alameda",6001,NA,NA,30.5147551,2.9259403,9.5886081,96.43269601,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427100,"Alameda",6001,NA,NA,7.8274952,1.8350381,23.4434905,71.06377518,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427200,"Alameda",6001,NA,NA,7.4185928,2.3238061,31.3240821,68.72834595,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427300,"Alameda",6001,NA,NA,7.8732904,2.4755521,31.4424078,71.3845759,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427600,"Alameda",6001,NA,NA,6.0859288,5.1635872,84.844687,59.7330938,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427700,"Alameda",6001,NA,NA,5.0417307,2.5198831,49.9805167,49.15950212,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427800,"Alameda",6001,NA,NA,9.2012949,2.7713656,30.1193003,77.01783652,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001427900,"Alameda",6001,NA,NA,9.535553,2.3175462,24.3042663,78.05723085,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428000,"Alameda",6001,NA,NA,7.0354499,4.0648936,57.777309,66.45707686,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428100,"Alameda",6001,NA,NA,7.5537467,2.0382465,26.9832515,69.44693956,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428200,"Alameda",6001,NA,NA,5.53502,1.6653025,30.0866566,54.54895419,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428301,"Alameda",6001,NA,NA,7.4104811,2.5059501,33.8162944,68.65135378,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428302,"Alameda",6001,NA,NA,10.1438589,4.3954294,43.3309399,79.87937893,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428400,"Alameda",6001,NA,NA,4.9367226,3.2419538,65.6701631,47.88913127,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428500,"Alameda",6001,NA,NA,10.092448,1.5168883,15.0299343,79.69973053,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428600,"Alameda",6001,NA,NA,9.2352578,3.0350737,32.8639843,77.15898884,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001428700,"Alameda",6001,NA,NA,5.5257064,2.4742028,44.7762262,54.44629796,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430101,"Alameda",6001,NA,NA,20.6797916,5.1403554,24.8569014,92.99371231,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430102,"Alameda",6001,NA,NA,32.8777991,5.329656,16.2105013,96.85615296,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430200,"Alameda",6001,NA,NA,18.4405025,2.8728805,15.5791875,91.76183755,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430300,"Alameda",6001,NA,NA,17.2962127,3.8110865,22.0342256,90.88925959,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430400,"Alameda",6001,NA,NA,15.3302159,5.0095551,32.6776554,89.05427948,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430500,"Alameda",6001,NA,NA,6.9081471,2.1681775,31.3858047,65.61016297,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430600,"Alameda",6001,NA,NA,12.4693293,3.6415883,29.2043641,85.02502246,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430700,"Alameda",6001,NA,NA,4.4784433,2.0441545,45.6443102,41.51161299,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430800,"Alameda",6001,NA,NA,6.658121,2.6464426,39.7475898,63.95483126,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001430900,"Alameda",6001,NA,NA,4.1965845,3.0672988,73.0903613,36.13499294,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001431000,"Alameda",6001,NA,NA,3.8736191,3.1495147,81.306773,30.30925189,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001431100,"Alameda",6001,NA,NA,8.2131282,4.3421643,52.8685801,73.06557167,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001431200,"Alameda",6001,NA,NA,12.5686017,3.1556267,25.1072219,85.1790068,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432100,"Alameda",6001,NA,NA,6.6995736,2.0989056,31.3289438,64.16014372,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432200,"Alameda",6001,NA,NA,7.1386527,2.9537427,41.3767525,67.17567047,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432300,"Alameda",6001,NA,NA,5.2619185,1.9370557,36.8127272,51.72590787,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432400,"Alameda",6001,NA,NA,4.8192134,2.3483037,48.7279459,46.49044014,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432501,"Alameda",6001,NA,NA,4.1564775,2.4299302,58.461287,35.51905556,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432502,"Alameda",6001,NA,NA,4.9143888,4.1456103,84.356581,47.67098678,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432600,"Alameda",6001,NA,NA,7.3338588,1.9732622,26.9061927,68.17656872,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432700,"Alameda",6001,NA,NA,7.2849161,2.2944004,31.4952203,67.91992814,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001432800,"Alameda",6001,NA,NA,9.6421041,2.6627332,27.6156865,78.41652765,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433000,"Alameda",6001,NA,NA,4.953875,1.3455543,27.1616514,48.0816117,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433102,"Alameda",6001,NA,NA,4.4934821,1.851731,41.2092662,41.72975747,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433103,"Alameda",6001,NA,NA,4.2862439,4.4447059,103.6969911,37.73899654,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433104,"Alameda",6001,NA,NA,4.6694822,3.1737613,67.9681637,44.43731554,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433200,"Alameda",6001,NA,NA,4.6919738,2.2515501,47.9872688,44.79661234,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433300,"Alameda",6001,NA,NA,4.8439104,1.7231922,35.574404,46.70858463,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433400,"Alameda",6001,NA,NA,4.5583898,2.1081885,46.2485341,42.57667137,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433500,"Alameda",6001,NA,NA,4.552004,1.2208858,26.8208411,42.47401514,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433600,"Alameda",6001,NA,NA,4.4665415,1.9467283,43.5846909,41.28063647,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433700,"Alameda",6001,NA,NA,4.8536263,2.48115,51.1195091,46.86256897,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433800,"Alameda",6001,NA,NA,4.9814907,1.7826633,35.7857401,48.41524445,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001433900,"Alameda",6001,NA,NA,4.1538439,3.5650481,85.8252776,35.48055948,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001434000,"Alameda",6001,NA,NA,4.8206268,2.3515441,48.7808774,46.50327217,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435102,"Alameda",6001,NA,NA,19.5783687,4.1536225,21.2153656,92.40343898,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435103,"Alameda",6001,NA,NA,18.1226572,2.5848029,14.2628249,91.47953291,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435104,"Alameda",6001,NA,NA,6.3481912,2.6862192,42.3147177,61.91453869,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435200,"Alameda",6001,NA,NA,19.1584468,4.7302636,24.6902249,92.17246247,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435300,"Alameda",6001,NA,NA,15.6576847,5.3876299,34.4088545,89.42640832,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435400,"Alameda",6001,NA,NA,8.4156762,2.1349458,25.3686779,73.92531759,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435500,"Alameda",6001,NA,NA,6.1368795,2.3917559,38.9734868,60.06672655,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6001435601,"Alameda",6001,NA,NA,3.4955476,2.1157679,60.5275075,22.82817914,"HCI/National Land Cover Database","Wed06Dec17",""
